date,h_theoretical,h_actual,rho_t,sigma_s,sigma_f,cov_sf,var_f
2021-01-05,0.012101328687311645,0.010709140431249244,0.0123810936810396,0.017822344942209346,0.018234371451843995,4.023598635453473e-06,0.00033249230224382327
2021-01-06,0.12024378397593492,0.10641042829728756,0.12408294082114059,0.017308334582661705,0.017860957005168255,3.835942466577587e-05,0.00031901378514046896
2021-01-07,0.08088358813766443,0.07157839658200392,0.0849758466879179,0.016362431190027935,0.017190278970796027,2.390156061076617e-05,0.0002955056910937921
2021-01-08,0.1350320551648349,0.11949739395118135,0.14448948234506753,0.01542900820024694,0.016509631029684904,3.680540596890487e-05,0.00027256791673633467
2021-01-11,0.13635455078519057,0.12066774405769078,0.1484871072434912,0.014582622797003321,0.015880155540691995,3.4385800622538234e-05,0.00025217933999657066
2021-01-12,0.7025365527717156,0.6217137635147926,0.7789743794531883,0.013761660416542957,0.015258965303554015,0.00016357581635184762,0.00023283602213506526
2021-01-13,0.639231195050944,0.5656913230539328,0.6772949187362999,0.014599173070269252,0.015468496867486522,0.00015295165767792245,0.00023927439533944034
2021-01-14,0.7466253862148919,0.6607304302786655,0.7751305575670915,0.014308446980269276,0.014854724592157292,0.00016475248016076556,0.0002206628427088426
2021-01-15,0.7214383429488377,0.6384410114591484,0.7650473732235061,0.014613075724799491,0.015496397311345656,0.00017324499860754875,0.00024013832963108088
2021-01-18,0.6875498027859511,0.6084511529079214,0.7393486448954112,0.013901634271303883,0.0149489599424988,0.00015364771931014105,0.00022347140336243375
2021-01-19,0.6056083450309999,0.5359365885230088,0.6533697799822271,0.013320647551665241,0.014371183342275122,0.00012507684300090425,0.00020653091065728595
2021-01-20,0.5809274266364617,0.5140950678198777,0.6308512903531941,0.012736929776828346,0.013831518734402033,0.0001111377549243099,0.00019131091050011441
2021-01-21,0.4848991381826385,0.42911428157755627,0.5417224304703803,0.012065776238583457,0.013479713851368565,8.810747561158663e-05,0.00018170268551477754
2021-01-22,0.060778403673609795,0.05378619794124761,0.047097046884572516,0.01685509337124278,0.013060973549292981,1.0368128930992454e-05,0.00017058903005533088
2021-01-25,-0.04209067349442135,0.0,-0.035018154184284944,0.017036638584796957,0.01417396271464816,-8.456067615085448e-06,0.00020090121903623624
2021-01-26,-0.03856464863375938,0.0,-0.032920651945506155,0.01646043895251678,0.014051427948229493,-7.614305550401225e-06,0.00019744262738428492
2021-01-27,0.1814513017755482,0.16057637325269752,0.1609436272709523,0.015511401137813378,0.013758298445621167,3.434705774085681e-05,0.00018929077611878182
2021-01-28,0.23193525579648588,0.20525243875795213,0.21641300639829647,0.015382704234572211,0.01435321792069706,4.7782110337206756e-05,0.00020601486467901925
2021-01-29,0.584658013868047,0.5173964724495992,0.5447762589591976,0.015017500817256928,0.013993099761031162,0.00011448003871533275,0.00019580684092217036
2021-02-01,0.6227591277141596,0.5511142723134157,0.539607105273411,0.01777254263413957,0.015399517818963447,0.0001476843061681156,0.00023714514905657272
2021-02-02,0.6587620173994906,0.5829752366367174,0.5821344056661096,0.016743769266398572,0.014796123506001247,0.00014421965305512794,0.00021892527080484266
2021-02-03,0.6516953096205842,0.5767215129385701,0.5937706925195523,0.016450315715593477,0.01498816273558875,0.00014640010728985182,0.00022464502218849127
2021-02-04,0.640446851631086,0.5667671253372443,0.5853112482459834,0.0159125455773618,0.014542646108629362,0.00013544717974426642,0.00021148855584083272
2021-02-05,0.6488844813848417,0.5742340543228688,0.6040933686363634,0.015005817430536484,0.01396999783599202,0.00012663684014999998,0.00019516083953762174
2021-02-08,0.6691419166175603,0.592160988157133,0.6336275398925515,0.014443807284927605,0.013677209347298295,0.0001251737389313133,0.00018706605552982385
2021-02-09,0.6019127292245986,0.532666132057167,0.5677040831393163,0.01418152765664122,0.013375545598113164,0.00010768532927114019,0.00017890522004720443
2021-02-10,0.618839837703242,0.5476458740736656,0.6149671277682627,0.01337507827591549,0.013291376814948616,0.00010932467745419388,0.0001766606976369536
2021-02-18,0.9665342691704516,0.8553400612127892,0.9511198659106515,0.013271774755040594,0.013060114915785216,0.00016485846563540676,0.0001705666016135155
2021-02-19,1.3038072921421873,1.153811762957688,0.9474210371126558,0.030548083721573523,0.022197986877144384,0.0006424518533861425,0.0004927506213978743
2021-02-22,1.2785754315897746,1.1314826828228095,0.9526897527922045,0.028840322576028324,0.02148944763567096,0.0005904414798924264,0.00046179635968624416
2021-02-23,1.348389118972743,1.193264707055525,0.9496791097590626,0.03786919099792611,0.026671514244793724,0.0009592031254406482,0.0007113696721102344
2021-02-24,1.311241726195673,1.160390908137764,0.9434529802870092,0.03577111493638393,0.025737714351750568,0.0008686057780778834,0.0006624299400523071
2021-02-25,1.259277934407435,1.1144052516879956,0.932485205046521,0.03369263472544127,0.024949125639444014,0.0007838487202847423,0.0006224588701727626
2021-02-26,1.1786702948737109,1.0430710574103637,0.9287451931543943,0.0352449918388009,0.027771648183056528,0.0009090664882247708,0.000771264442803467
2021-03-01,1.1510237548670106,1.0186050928026644,0.9244464192992173,0.033252392616052034,0.02670670796937006,0.0008209656795132951,0.0007132482505612142
2021-03-02,1.1319420876614552,1.0017186616473055,0.9259862981898827,0.03138403108172749,0.02567373638671237,0.0007461091453598926,0.0006591407400543987
2021-03-03,1.0993422161248634,0.9728692178096137,0.9179242896168984,0.03305890769922517,0.027603392210560962,0.0008376407910607244,0.0007619472615300576
2021-03-04,1.070696501740388,0.947519028088839,0.9118509297622739,0.031117674725276403,0.026501142559222923,0.000751961456455559,0.0007023105569442565
2021-03-05,1.0419114552959032,0.9220455356600914,0.9039959989790508,0.02933775499547996,0.025454382903784767,0.000675081114209688,0.0006479256090124902
2021-03-08,1.0112870656327195,0.8949443058696633,0.8977453984906474,0.027733371413214854,0.02461962326717625,0.0006129672320662663,0.0006061258498176862
2021-03-09,1.0157792713978786,0.8989197092016625,0.9221767102787579,0.02656292483695768,0.024115190505726143,0.0005907187286935798,0.0005815424131274643
2021-03-10,0.9955725888847913,0.8810376892785764,0.9152830978846568,0.0301265934428607,0.027696987726410837,0.0007637267596483665,0.0007671231291169526
2021-03-11,0.9707754432547603,0.8590933126148322,0.9094371781616196,0.028523047759651348,0.026720824313536968,0.0006931360468203429,0.0007140024519949083
2021-03-12,0.9747951429401516,0.8626505689735855,0.8973103553063491,0.028427573492853016,0.026167914618892802,0.0006675004837439074,0.0006847597555016636
2021-03-15,0.9532975490425042,0.8436261495951365,0.8862237273102102,0.02701665829301046,0.025115771708367735,0.0006013419895747133,0.0006308019885068451
2021-03-16,0.9247144640488291,0.8183313841140081,0.873523828988883,0.025512671720577206,0.024100333189898283,0.0005370982586528361,0.0005808260598641127
2021-03-17,0.8964543235152509,0.7933224101904875,0.8637588683052246,0.024016191051838155,0.02314027325184168,0.0004800264102014292,0.0005354722461698995
2021-03-18,0.8717179583818966,0.7714318215768997,0.8542203802192554,0.022829623625795537,0.022371375496368986,0.0004362760453253031,0.0005004784415995387
2021-03-19,0.9084664257570128,0.803952589165498,0.8737441947048946,0.022586429434712233,0.021723160084035974,0.00042870138540693946,0.00047189568403665377
2021-03-22,0.9446107922548006,0.8359387542077882,0.8756817832197359,0.02343503328400539,0.021724960062086785,0.00044583162987240347,0.0004719738896992659
2021-03-23,0.9289135984385469,0.8220474322465018,0.8623383027601955,0.02301211793425579,0.021362838003126085,0.00042392908621808397,0.00045637084754780814
2021-03-24,0.9037789032643258,0.7998043391719698,0.8534154534797657,0.021735552480791398,0.02052432991081086,0.00038071516234831367,0.0004212481182878053
2021-03-25,0.8597750888171746,0.7608629104576767,0.8300976527921994,0.020875737173056838,0.020155155287764123,0.00034926667908571647,0.000406230284673886
2021-03-26,0.8118572419985838,0.7184577362819327,0.8129621362529577,0.019904906957165392,0.019931996470189478,0.0003225382848907406,0.0003972844832876458
2021-03-29,0.7406068312619938,0.6554042754530919,0.7607889833790359,0.018854648465818087,0.019368453317985163,0.0002778290129582975,0.0003751369839309705
